type,entity,text
match,Sunrisers Hyderabad vs Lucknow Super Giants,"IPL match on 2026-04-05: Sunrisers Hyderabad played against Lucknow Super Giants at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Royal Challengers Bengaluru vs Chennai Super Kings,"IPL match on 2026-04-05: Royal Challengers Bengaluru played against Chennai Super Kings at M Chinnaswamy Stadium, Bengaluru. Toss winner was Chennai Super Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Kolkata Knight Riders vs Punjab Kings,"IPL match on 2026-04-06: Kolkata Knight Riders played against Punjab Kings at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was No Result."
match,Rajasthan Royals vs Mumbai Indians,"IPL match on 2026-04-07: Rajasthan Royals played against Mumbai Indians at Barsapara Cricket Stadium, Guwahati. Toss winner was Mumbai Indians who chose to field. Match winner was Rajasthan Royals."
match,Gujarat Titans vs Delhi Capitals,"IPL match on 2026-04-08: Gujarat Titans played against Delhi Capitals at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Lucknow Super Giants,"IPL match on 2026-04-09: Kolkata Knight Riders played against Lucknow Super Giants at Eden Gardens, Kolkata. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Royal Challengers Bengaluru vs Rajasthan Royals,"IPL match on 2026-04-10: Royal Challengers Bengaluru played against Rajasthan Royals at Barsapara Cricket Stadium, Guwahati. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Sunrisers Hyderabad vs Punjab Kings,"IPL match on 2026-04-11: Sunrisers Hyderabad played against Punjab Kings at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Chennai Super Kings vs Delhi Capitals,"IPL match on 2026-04-11: Chennai Super Kings played against Delhi Capitals at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Delhi Capitals who chose to field. Match winner was Chennai Super Kings."
match,Lucknow Super Giants vs Gujarat Titans,"IPL match on 2026-04-12: Lucknow Super Giants played against Gujarat Titans at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Royal Challengers Bengaluru vs Mumbai Indians,"IPL match on 2026-04-12: Royal Challengers Bengaluru played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Royal Challengers Bengaluru."
match,Sunrisers Hyderabad vs Rajasthan Royals,"IPL match on 2026-04-13: Sunrisers Hyderabad played against Rajasthan Royals at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Rajasthan Royals who chose to field. Match winner was Sunrisers Hyderabad."
match,Chennai Super Kings vs Kolkata Knight Riders,"IPL match on 2026-04-14: Chennai Super Kings played against Kolkata Knight Riders at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Chennai Super Kings."
match,Lucknow Super Giants vs Royal Challengers Bengaluru,"IPL match on 2026-04-15: Lucknow Super Giants played against Royal Challengers Bengaluru at M Chinnaswamy Stadium, Bengaluru. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Mumbai Indians vs Punjab Kings,"IPL match on 2026-04-16: Mumbai Indians played against Punjab Kings at Wankhede Stadium, Mumbai. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Kolkata Knight Riders vs Gujarat Titans,"IPL match on 2026-04-17: Kolkata Knight Riders played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Gujarat Titans."
match,Sunrisers Hyderabad vs Chennai Super Kings,"IPL match on 2026-04-18: Sunrisers Hyderabad played against Chennai Super Kings at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Chennai Super Kings who chose to field. Match winner was Sunrisers Hyderabad."
match,Royal Challengers Bengaluru vs Delhi Capitals,"IPL match on 2026-04-18: Royal Challengers Bengaluru played against Delhi Capitals at M Chinnaswamy Stadium, Bengaluru. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Punjab Kings vs Lucknow Super Giants,"IPL match on 2026-04-19: Punjab Kings played against Lucknow Super Giants at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Toss winner was Lucknow Super Giants who chose to field. Match winner was Punjab Kings."
match,Rajasthan Royals vs Kolkata Knight Riders,"IPL match on 2026-04-19: Rajasthan Royals played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Rajasthan Royals who chose to bat. Match winner was Kolkata Knight Riders."
match,Mumbai Indians vs Gujarat Titans,"IPL match on 2026-04-20: Mumbai Indians played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Mumbai Indians."
match,Sunrisers Hyderabad vs Delhi Capitals,"IPL match on 2026-04-21: Sunrisers Hyderabad played against Delhi Capitals at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Delhi Capitals who chose to field. Match winner was Sunrisers Hyderabad."
match,Rajasthan Royals vs Lucknow Super Giants,"IPL match on 2026-04-22: Rajasthan Royals played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was Rajasthan Royals."
match,Chennai Super Kings vs Mumbai Indians,"IPL match on 2026-04-23: Chennai Super Kings played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Chennai Super Kings."
match,Gujarat Titans vs Royal Challengers Bengaluru,"IPL match on 2026-04-24: Gujarat Titans played against Royal Challengers Bengaluru at M Chinnaswamy Stadium, Bengaluru. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Rajasthan Royals vs Sunrisers Hyderabad,"IPL match on 2026-04-25: Rajasthan Royals played against Sunrisers Hyderabad at Sawai Mansingh Stadium, Jaipur. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Sunrisers Hyderabad."
match,Delhi Capitals vs Punjab Kings,"IPL match on 2026-04-25: Delhi Capitals played against Punjab Kings at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to bat. Match winner was Punjab Kings."
match,Chennai Super Kings vs Gujarat Titans,"IPL match on 2026-04-26: Chennai Super Kings played against Gujarat Titans at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Lucknow Super Giants,"IPL match on 2026-04-26: Kolkata Knight Riders played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was No Result."
match,Delhi Capitals vs Royal Challengers Bengaluru,"IPL match on 2026-04-27: Delhi Capitals played against Royal Challengers Bengaluru at Arun Jaitley Stadium, Delhi. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Rajasthan Royals,"IPL match on 2026-04-28: Punjab Kings played against Rajasthan Royals at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Mumbai Indians vs Sunrisers Hyderabad,"IPL match on 2026-04-29: Mumbai Indians played against Sunrisers Hyderabad at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to bat. Match winner was Sunrisers Hyderabad."
match,Royal Challengers Bengaluru vs Gujarat Titans,"IPL match on 2026-04-30: Royal Challengers Bengaluru played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Rajasthan Royals vs Delhi Capitals,"IPL match on 2026-05-01: Rajasthan Royals played against Delhi Capitals at Sawai Mansingh Stadium, Jaipur. Toss winner was Rajasthan Royals who chose to bat. Match winner was Delhi Capitals."
match,Mumbai Indians vs Chennai Super Kings,"IPL match on 2026-05-02: Mumbai Indians played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Mumbai Indians who chose to bat. Match winner was Chennai Super Kings."
match,Punjab Kings vs Gujarat Titans,"IPL match on 2026-05-03: Punjab Kings played against Gujarat Titans at Narendra Modi Stadium, Ahmedabad. Toss winner was Gujarat Titans who chose to field. Match winner was Gujarat Titans."
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2026-05-03: Sunrisers Hyderabad played against Kolkata Knight Riders at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Kolkata Knight Riders."
match,Lucknow Super Giants vs Mumbai Indians,"IPL match on 2026-05-04: Lucknow Super Giants played against Mumbai Indians at Wankhede Stadium, Mumbai. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Delhi Capitals vs Chennai Super Kings,"IPL match on 2026-05-05: Delhi Capitals played against Chennai Super Kings at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to bat. Match winner was Chennai Super Kings."
match,Sunrisers Hyderabad vs Punjab Kings,"IPL match on 2026-05-06: Sunrisers Hyderabad played against Punjab Kings at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Punjab Kings who chose to field. Match winner was Sunrisers Hyderabad."
match,Lucknow Super Giants vs Royal Challengers Bengaluru,"IPL match on 2026-05-07: Lucknow Super Giants played against Royal Challengers Bengaluru at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Lucknow Super Giants."
match,Delhi Capitals vs Kolkata Knight Riders,"IPL match on 2026-05-08: Delhi Capitals played against Kolkata Knight Riders at Arun Jaitley Stadium, Delhi. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders."
match,Gujarat Titans vs Rajasthan Royals,"IPL match on 2026-05-09: Gujarat Titans played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Rajasthan Royals who chose to field. Match winner was Gujarat Titans."
match,Lucknow Super Giants vs Chennai Super Kings,"IPL match on 2026-05-10: Lucknow Super Giants played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Mumbai Indians vs Royal Challengers Bengaluru,"IPL match on 2026-05-10: Mumbai Indians played against Royal Challengers Bengaluru at Shaheed Veer Narayan Singh International Stadium, Raipur. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Delhi Capitals,"IPL match on 2026-05-11: Punjab Kings played against Delhi Capitals at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Gujarat Titans vs Sunrisers Hyderabad,"IPL match on 2026-05-12: Gujarat Titans played against Sunrisers Hyderabad at Narendra Modi Stadium, Ahmedabad. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Gujarat Titans."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,"IPL match on 2026-05-13: Kolkata Knight Riders played against Royal Challengers Bengaluru at Shaheed Veer Narayan Singh International Stadium, Raipur. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru."
match,Punjab Kings vs Mumbai Indians,"IPL match on 2026-05-14: Punjab Kings played against Mumbai Indians at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Chennai Super Kings vs Lucknow Super Giants,"IPL match on 2026-05-15: Chennai Super Kings played against Lucknow Super Giants at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Lucknow Super Giants who chose to field. Match winner was Lucknow Super Giants."
match,Kolkata Knight Riders vs Gujarat Titans,"IPL match on 2026-05-16: Kolkata Knight Riders played against Gujarat Titans at Eden Gardens, Kolkata. Toss winner was Gujarat Titans who chose to field. Match winner was Kolkata Knight Riders."
match,Rajasthan Royals vs Delhi Capitals,"IPL match on 2026-05-17: Rajasthan Royals played against Delhi Capitals at Arun Jaitley Stadium, Delhi. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals."
match,Royal Challengers Bengaluru vs Punjab Kings,"IPL match on 2026-05-17: Royal Challengers Bengaluru played against Punjab Kings at Himachal Pradesh Cricket Association Stadium, Dharamsala. Toss winner was Punjab Kings who chose to field. Match winner was Royal Challengers Bengaluru."
match,Chennai Super Kings vs Sunrisers Hyderabad,"IPL match on 2026-05-18: Chennai Super Kings played against Sunrisers Hyderabad at MA Chidambaram Stadium, Chepauk, Chennai. Toss winner was Chennai Super Kings who chose to bat. Match winner was Sunrisers Hyderabad."
match,Lucknow Super Giants vs Rajasthan Royals,"IPL match on 2026-05-19: Lucknow Super Giants played against Rajasthan Royals at Sawai Mansingh Stadium, Jaipur. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Mumbai Indians vs Kolkata Knight Riders,"IPL match on 2026-05-20: Mumbai Indians played against Kolkata Knight Riders at Eden Gardens, Kolkata. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders."
match,Gujarat Titans vs Chennai Super Kings,"IPL match on 2026-05-21: Gujarat Titans played against Chennai Super Kings at Narendra Modi Stadium, Ahmedabad. Toss winner was Chennai Super Kings who chose to field. Match winner was Gujarat Titans."
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,"IPL match on 2026-05-22: Sunrisers Hyderabad played against Royal Challengers Bengaluru at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Sunrisers Hyderabad."
match,Lucknow Super Giants vs Punjab Kings,"IPL match on 2026-05-23: Lucknow Super Giants played against Punjab Kings at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
